suburb_id,suburb_name,centroid_lat,centroid_lng
213051585,Tarneit - South,-37.85777164034791,144.660957070244
213051586,Truganina - North,-37.82405980428168,144.73660536011485
213051587,Truganina - South East,-37.84770643866273,144.7426985776394
213051588,Truganina - South West,-37.849568664208746,144.72090152967596
213051589,Wyndham Vale - North,-37.827046240250596,144.56501643483253
213051590,Wyndham Vale - South,-37.88921886914356,144.616786049526
214011370,Carrum Downs,-38.09277608138946,145.17579349751574
214011371,Frankston,-38.15411063380688,145.13964636195024
214011372,Frankston North,-38.13360734324185,145.1580411694873
214011373,Frankston South,-38.17644868165917,145.12946305128364
214011374,Langwarrin,-38.16261829374685,145.19592913012764
214011375,Seaford (Vic.),-38.10481923039161,145.13844684887206
214011376,Skye - Sandhurst,-38.10137286177821,145.21507966498177
214021377,Dromana,-38.335855697667654,144.99912880328222
214021378,Flinders,-38.398018756601395,145.00011781037998
214021379,Hastings - Somers,-38.34578082670447,145.16465656572004
214021381,Mount Eliza,-38.195072904944894,145.09289141618137
